run;repetition;Module;queuedPacketsPerSlot:mean
binomialCQITwoChunks-161-20171219-21:44:36-7816;61;Network.antenna;3.5678656932362
binomialCQITwoChunks-162-20171219-21:44:36-10088;62;Network.antenna;3.6001548667238
binomialCQITwoChunks-163-20171219-21:44:37-13744;63;Network.antenna;3.5979645794552
binomialCQITwoChunks-164-20171219-21:44:37-492;64;Network.antenna;3.6052074767391
binomialCQITwoChunks-165-20171219-21:44:39-1472;65;Network.antenna;3.5603836269273
binomialCQITwoChunks-166-20171219-21:44:41-11008;66;Network.antenna;3.6337580090176
binomialCQITwoChunks-167-20171219-21:44:45-3156;67;Network.antenna;3.6669341849538
binomialCQITwoChunks-168-20171219-21:44:46-12272;68;Network.antenna;3.5696227379462
binomialCQITwoChunks-169-20171219-21:44:46-6616;69;Network.antenna;3.5504237963406
binomialCQITwoChunks-170-20171219-21:44:47-6060;70;Network.antenna;3.5749439554388
binomialCQITwoChunks-171-20171219-21:44:47-5292;71;Network.antenna;3.6085860923596
binomialCQITwoChunks-172-20171219-21:44:48-12296;72;Network.antenna;3.5797280112838
binomialCQITwoChunks-173-20171219-21:44:52-10204;73;Network.antenna;3.606590741463
binomialCQITwoChunks-174-20171219-21:44:52-3496;74;Network.antenna;3.5868802954635
binomialCQITwoChunks-175-20171219-21:44:57-9376;75;Network.antenna;3.5539396634794
binomialCQITwoChunks-176-20171219-21:44:57-14776;76;Network.antenna;3.5756386489192
binomialCQITwoChunks-177-20171219-21:44:57-15100;77;Network.antenna;3.5741284801093
binomialCQITwoChunks-178-20171219-21:44:58-4256;78;Network.antenna;3.5307404948008
binomialCQITwoChunks-179-20171219-21:44:58-1996;79;Network.antenna;3.6355240760669
binomialCQITwoChunks-180-20171219-21:45:02-10024;80;Network.antenna;3.5895042456964
binomialCQITwoChunks-181-20171219-21:45:02-3596;81;Network.antenna;3.6149363131637
binomialCQITwoChunks-182-20171219-21:45:04-2320;82;Network.antenna;3.5980085063426
binomialCQITwoChunks-183-20171219-21:45:07-14764;83;Network.antenna;3.584056731788
binomialCQITwoChunks-184-20171219-21:45:07-1468;84;Network.antenna;3.5674932509532
binomialCQITwoChunks-185-20171219-21:45:08-9452;85;Network.antenna;3.5373775259973
binomialCQITwoChunks-186-20171219-21:45:09-10404;86;Network.antenna;3.6131506808664
binomialCQITwoChunks-187-20171219-21:45:09-12888;87;Network.antenna;3.6085817477946
binomialCQITwoChunks-188-20171219-21:45:12-10968;88;Network.antenna;3.5546721118587
binomialCQITwoChunks-189-20171219-21:45:13-14992;89;Network.antenna;3.6024563827246
binomialCQITwoChunks-190-20171219-21:45:14-14816;90;Network.antenna;3.623149471383
binomialCQITwoChunks-191-20171219-21:45:18-7364;91;Network.antenna;3.5938664686834
binomialCQITwoChunks-192-20171219-21:45:18-3892;92;Network.antenna;3.5843025627712
binomialCQITwoChunks-193-20171219-21:45:18-8328;93;Network.antenna;3.6041184722382
binomialCQITwoChunks-194-20171219-21:45:19-14988;94;Network.antenna;3.6658075919037
binomialCQITwoChunks-195-20171219-21:45:20-15036;95;Network.antenna;3.5932844130682
binomialCQITwoChunks-196-20171219-21:45:22-13400;96;Network.antenna;3.6381446658495
binomialCQITwoChunks-197-20171219-21:45:23-2476;97;Network.antenna;3.6236060012998
binomialCQITwoChunks-198-20171219-21:45:25-4040;98;Network.antenna;3.5888797889135
binomialCQITwoChunks-199-20171219-21:45:28-8820;99;Network.antenna;3.5709528721732
