run;repetition;Module;queueingTime:mean
binomialCQITwoChunks-246-20171219-21:46:19-3892;46;Network.antenna;0.000529209592098
binomialCQITwoChunks-201-20171219-21:45:29-13376;1;Network.antenna;0.00052953381701445
binomialCQITwoChunks-292-20171219-21:47:10-13564;92;Network.antenna;0.0005298103896826
binomialCQITwoChunks-280-20171219-21:46:56-9144;80;Network.antenna;0.0005280090746123
binomialCQITwoChunks-203-20171219-21:45:31-7112;3;Network.antenna;0.00053042821230769
binomialCQITwoChunks-233-20171219-21:46:05-9540;33;Network.antenna;0.00052865878385148
binomialCQITwoChunks-258-20171219-21:46:31-11868;58;Network.antenna;0.00052973730016456
binomialCQITwoChunks-215-20171219-21:45:46-12416;15;Network.antenna;0.0005278793727008
binomialCQITwoChunks-289-20171219-21:47:05-1172;89;Network.antenna;0.00052877167126548
binomialCQITwoChunks-276-20171219-21:46:51-12296;76;Network.antenna;0.00052881941887509
binomialCQITwoChunks-228-20171219-21:45:58-10732;28;Network.antenna;0.00052960875471112
binomialCQITwoChunks-218-20171219-21:45:47-13348;18;Network.antenna;0.00052837335135948
binomialCQITwoChunks-243-20171219-21:46:16-6256;43;Network.antenna;0.00052910964209567
binomialCQITwoChunks-235-20171219-21:46:07-10256;35;Network.antenna;0.00052862141863146
binomialCQITwoChunks-260-20171219-21:46:34-14176;60;Network.antenna;0.00052721406730747
binomialCQITwoChunks-286-20171219-21:47:02-10356;86;Network.antenna;0.00052841152908321
binomialCQITwoChunks-208-20171219-21:45:37-6488;8;Network.antenna;0.00052809343974384
binomialCQITwoChunks-295-20171219-21:47:15-8140;95;Network.antenna;0.00052776346612288
binomialCQITwoChunks-226-20171219-21:45:56-1152;26;Network.antenna;0.00053049328674268
binomialCQITwoChunks-269-20171219-21:46:43-14452;69;Network.antenna;0.0005289626119193
binomialCQITwoChunks-278-20171219-21:46:53-5864;78;Network.antenna;0.00052738208636439
binomialCQITwoChunks-252-20171219-21:46:26-6588;52;Network.antenna;0.00052874635530684
binomialCQITwoChunks-267-20171219-21:46:42-6488;67;Network.antenna;0.00052800873206425
binomialCQITwoChunks-224-20171219-21:45:55-492;24;Network.antenna;0.00052871422154909
binomialCQITwoChunks-297-20171219-21:47:15-8976;97;Network.antenna;0.00052960601584172
binomialCQITwoChunks-237-20171219-21:46:09-13504;37;Network.antenna;0.00052678195993498
binomialCQITwoChunks-284-20171219-21:47:00-1992;84;Network.antenna;0.00052915056030076
binomialCQITwoChunks-206-20171219-21:45:35-14312;6;Network.antenna;0.00052745320163757
binomialCQITwoChunks-271-20171219-21:46:47-4512;71;Network.antenna;0.00052899549191251
binomialCQITwoChunks-241-20171219-21:46:13-2164;41;Network.antenna;0.00052698957315318
binomialCQITwoChunks-211-20171219-21:45:39-11980;11;Network.antenna;0.0005293175741788
binomialCQITwoChunks-254-20171219-21:46:27-14972;54;Network.antenna;0.00052893730866948
