run;repetition;Module;resp:mean
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[0];0.00050616901979467
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[1];0.00053713686280142
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[2];0.00051661510895851
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[3];0.00057596187870738
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[4];0.00050565409149439
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[5];0.00056920551536138
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[6];0.00051534896266271
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[7];0.00054110500186533
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[8];0.00051913545694561
binomialCQITwoChunks-204-20171219-21:45:32-5936;4;Network.user[9];0.00052043833946675
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[0];0.00050775634900863
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[1];0.00055744036343927
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[2];0.0005097068794113
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[3];0.00055452793188403
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[4];0.00050348454544231
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[5];0.0005196435084359
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[6];0.00051909798492983
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[7];0.00054566282572672
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[8];0.0005148231450909
binomialCQITwoChunks-281-20171219-21:46:56-9272;81;Network.user[9];0.00055742000812305
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[0];0.00050181419785984
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[1];0.00055119506899453
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[2];0.0005140562958844
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[3];0.00052386961742254
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[4];0.00050662249419345
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[5];0.00053806205015072
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[6];0.00050437535697252
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[7];0.00058121509749883
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[8];0.00050141315144611
binomialCQITwoChunks-230-20171219-21:46:01-4624;30;Network.user[9];0.00055511266346326
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[0];0.00050153730822566
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[1];0.00059137542948696
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[2];0.00050271718947372
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[3];0.00057109187309439
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[4];0.00051531526250403
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[5];0.00053526891286178
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[6];0.00050818899317897
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[7];0.00051643893774829
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[8];0.0004991433669694
binomialCQITwoChunks-273-20171219-21:46:47-6336;73;Network.user[9];0.00053599027133654
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[0];0.00050748369442936
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[1];0.00052139239042444
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[2];0.00050516081721904
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[3];0.00055613412886736
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[4];0.00050573276954901
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[5];0.00057800913648442
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[6];0.00050364010756802
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[7];0.00058088175272797
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[8];0.00050271428690572
binomialCQITwoChunks-257-20171219-21:46:30-1128;57;Network.user[9];0.00051169555111127
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[0];0.00050584001661905
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[1];0.00056264813274553
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[2];0.00051260029913751
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[3];0.00051833969954236
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[4];0.00049812332124758
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[5];0.00055359509497506
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[6];0.00051746273092955
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[7];0.00057033098784858
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[8];0.00051232424597545
binomialCQITwoChunks-214-20171219-21:45:43-10672;14;Network.user[9];0.00054800313332236
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[0];0.00050078609241538
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[1];0.00053870155908078
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[2];0.00050240547674661
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[3];0.00055494453385217
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[4];0.00050410986915855
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[5];0.00059401416194986
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[6];0.00051407504326654
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[7];0.00056081062945791
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[8];0.00050398310858031
binomialCQITwoChunks-212-20171219-21:45:41-468;12;Network.user[9];0.00050709269533014
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[0];0.00050134689914062
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[1];0.00051517657807889
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[2];0.00050700478513058
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[3];0.00056365377476448
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[4];0.00051322822982776
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[5];0.00054324134209457
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[6];0.00051068073429873
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[7];0.0005344024752671
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[8];0.00050045533621982
binomialCQITwoChunks-247-20171219-21:46:21-8752;47;Network.user[9];0.0005982057467891
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[0];0.00051667830820456
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[1];0.00056750525984119
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[2];0.00050647702195926
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[3];0.000550940772733
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[4];0.00051471235231044
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[5];0.00051490557303314
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[6];0.0005183037845855
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[7];0.00058440159018801
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[8];0.00050174553367437
binomialCQITwoChunks-222-20171219-21:45:52-9144;22;Network.user[9];0.00052265187496695
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[0];0.00050200755355798
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[1];0.00051850905745369
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[2];0.00051191923035148
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[3];0.00060318517531814
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[4];0.00051037777689325
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[5];0.00055636997850303
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[6];0.00050882739998408
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[7];0.00054972212679448
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[8];0.0005099897258908
binomialCQITwoChunks-239-20171219-21:46:13-11924;39;Network.user[9];0.00052119456122663
binomialCQITwoChunks-265-20171219-21:46:39-1348;65;Network.user[0];0.00050354601564125
binomialCQITwoChunks-265-20171219-21:46:39-1348;65;Network.user[1];0.00056715171997908
