run;repetition;Module;queueingTime:mean
uniformCQI-179-20171219-11:16:29-11164;79;Network.antenna;0.0006401131509145
uniformCQI-180-20171219-11:16:29-4052;80;Network.antenna;0.00063974145555604
uniformCQI-181-20171219-11:16:29-2268;81;Network.antenna;0.00064127244292801
uniformCQI-182-20171219-11:16:30-7572;82;Network.antenna;0.00064252729187273
uniformCQI-183-20171219-11:16:30-8052;83;Network.antenna;0.00064198151698351
uniformCQI-184-20171219-11:16:38-10624;84;Network.antenna;0.00064261666439475
uniformCQI-185-20171219-11:16:38-11152;85;Network.antenna;0.00063950819275384
uniformCQI-186-20171219-11:16:38-1032;86;Network.antenna;0.00064269911264033
uniformCQI-187-20171219-11:16:39-8868;87;Network.antenna;0.00064067136658363
uniformCQI-188-20171219-11:16:39-8592;88;Network.antenna;0.00064124726791717
uniformCQI-189-20171219-11:16:39-908;89;Network.antenna;0.00063942741604277
uniformCQI-190-20171219-11:16:39-4816;90;Network.antenna;0.00063682190462281
uniformCQI-191-20171219-11:16:40-7916;91;Network.antenna;0.00063753024616736
uniformCQI-192-20171219-11:16:47-11340;92;Network.antenna;0.00064284516336436
uniformCQI-193-20171219-11:16:47-11048;93;Network.antenna;0.00064015453303141
uniformCQI-194-20171219-11:16:48-12576;94;Network.antenna;0.00063989675030229
uniformCQI-195-20171219-11:16:49-6372;95;Network.antenna;0.00063869312570231
uniformCQI-196-20171219-11:16:49-4860;96;Network.antenna;0.0006426643366637
uniformCQI-197-20171219-11:16:49-11796;97;Network.antenna;0.00064169461961475
uniformCQI-198-20171219-11:16:49-10116;98;Network.antenna;0.00064121298506891
uniformCQI-199-20171219-11:16:49-2512;99;Network.antenna;0.00064088716190931
