run;repetition;Module;thr:mean
uniformCQI-45-20171221-10:09:57-12628;45;Network.user[8];41395.551160543
uniformCQI-45-20171221-10:09:57-12628;45;Network.user[9];41546.916145376
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[0];41750.869434784
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[1];41390.051221653
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[2];41527.505249942
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[3];41647.42613971
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[4];41430.395217831
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[5];41823.279741336
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[6];41774.802502194
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[7];41828.513016522
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[8];41788.291241208
uniformCQI-46-20171221-10:09:58-14368;46;Network.user[9];41805.835490717
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[0];41785.39127343
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[1];41888.079021344
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[2];41812.302085532
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[3];41698.358907123
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[4];41548.138354018
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[5];41430.217442028
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[6];41642.281752425
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[7];41599.737780691
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[8];41631.959644893
uniformCQI-47-20171221-10:09:58-13360;47;Network.user[9];41892.812302086
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[0];41763.59151565
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[1];41845.779491339
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[2];41572.804746614
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[3];41826.001933312
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[4];41659.014899834
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[5];41461.417095366
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[6];41746.413928734
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[7];41737.90291219
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[8];41745.413939845
uniformCQI-48-20171221-10:10:08-3076;48;Network.user[9];41900.012222086
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[0];41498.816679815
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[1];41905.012166531
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[2];41693.892290086
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[3];41783.124631949
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[4];41681.481316874
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[5];41513.783180187
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[6];41776.81359096
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[7];41570.715880935
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[8];41799.502227753
uniformCQI-49-20171221-10:10:09-14276;49;Network.user[9];41533.660737103
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[0];41621.004211064
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[1];41662.370418106
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[2];41719.480894657
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[3];41467.928134132
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[4];41700.825546383
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[5];41575.38249575
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[6];41676.925811935
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[7];41607.526583038
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[8];41821.824201953
uniformCQI-50-20171221-10:10:09-11696;50;Network.user[9];41734.036288486
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[0];41512.127643026
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[1];41757.236030711
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[2];41865.879268008
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[3];41570.204775502
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[4];41931.200764436
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[5];41637.892912301
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[6];41955.689381229
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[7];41370.151442762
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[8];41693.792291197
uniformCQI-51-20171221-10:10:09-2772;51;Network.user[9];41243.875068055
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[0];41653.526071933
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[1];41885.412384307
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[2];41895.790046777
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[3];41717.392028977
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[4];41825.568604793
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[5];41628.581904646
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[6];41790.157887135
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[7];41859.490450106
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[8];41822.746413929
uniformCQI-52-20171221-10:10:20-4960;52;Network.user[9];41519.960889323
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[0];41880.545771714
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[1];41654.481616871
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[2];41710.925434162
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[3];41856.490483439
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[4];41512.294307841
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[5];41690.414550949
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[6];41589.515672048
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[7];41592.49341674
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[8];41639.137342918
uniformCQI-53-20171221-10:10:20-11948;53;Network.user[9];41577.871356985
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[0];41773.635848491
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[1];41376.84025733
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[2];41922.267530361
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[3];41621.648648348
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[4];41552.416084266
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[5];41842.868412573
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[6];41857.923800847
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[7];41563.038188465
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[8];41980.255774936
uniformCQI-54-20171221-10:10:20-11688;54;Network.user[9];41521.994200064
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[0];41778.61357096
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[1];41523.894178954
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[2];41663.792624526
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[3];41748.436128487
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[4];41864.557060477
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[5];41676.981366874
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[6];41840.823990845
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[7];41440.772880301
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[8];41977.611359874
uniformCQI-55-20171221-10:10:20-14600;55;Network.user[9];41470.005888823
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[0];41398.162242642
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[1];41560.460439328
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[2];41544.127287475
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[3];41582.249086121
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[4];41549.027233031
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[5];41637.759580449
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[6];41457.128254131
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[7];41678.359129343
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[8];41482.77241364
uniformCQI-56-20171221-10:10:31-9588;56;Network.user[9];41502.327751914
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[0];41663.53707181
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[1];41812.824301952
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[2];41630.870768103
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[3];41712.158753792
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[4];41600.02666637
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[5];41389.162342641
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[6];41717.458694903
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[7];41474.450283886
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[8];41461.328207464
uniformCQI-57-20171221-10:10:31-10828;57;Network.user[9];41632.44852835
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[0];41714.769835891
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[1];41971.444761725
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[2];41807.913245408
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[3];41569.482561305
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[4];42000.133331852
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[5];41531.516316485
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[6];41784.735725159
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[7];41483.094632282
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[8];41641.148431684
uniformCQI-58-20171221-10:10:31-14828;58;Network.user[9];41355.851601649
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[0];41866.634815169
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[1];41470.383662404
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[2];41926.856368263
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[3];41501.083321296
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[4];41523.6719592
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[5];41863.745958378
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[6];41444.128398573
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[7];41495.894490061
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[8];41656.370484772
uniformCQI-59-20171221-10:10:31-11344;59;Network.user[9];41197.83113521
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[0];41450.106109932
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[1];41788.469017011
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[2];41693.003411073
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[3];41575.215830935
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[4];41921.200875546
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[5];41945.845046166
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[6];41557.660470439
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[7];41643.559516005
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[8];41727.19192009
uniformCQI-60-20171221-10:10:41-2496;60;Network.user[9];41414.962055977
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[0];41800.89110121
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[1];41716.836479595
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[2];41737.94735614
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[3];41738.302907745
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[4];41802.546638371
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[5];41826.346373929
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[6];41365.307052144
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[7];41495.572271419
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[8];41564.993722292
uniformCQI-61-20171221-10:10:41-9564;61;Network.user[9];41587.082365751
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[0];41714.336507372
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[1];41551.504983278
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[2];41646.181709092
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[3];41807.302141087
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[4];41926.289707892
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[5];41757.647137254
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[6];41758.75823602
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[7];41465.839268453
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[8];41604.448839457
uniformCQI-62-20171221-10:10:42-1264;62;Network.user[9];41634.004066621
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[0];41837.724025289
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[1];41523.060854879
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[2];41683.581293541
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[3];41663.270408107
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[4];41807.079921334
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[5];41851.834979611
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[6];41613.893178965
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[7];41840.035110721
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[8];41789.491227875
uniformCQI-63-20171221-10:10:42-13308;63;Network.user[9];41489.072343641
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[0];41685.036832924
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[1];41624.581949089
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[2];41642.370640326
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[3];41727.38080688
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[4];41629.826335263
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[5];41877.934689615
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[6];41776.535816269
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[7];41735.791824535
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[8];41567.204808835
uniformCQI-64-20171221-10:10:52-3976;64;Network.user[9];41934.011844313
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[0];41394.817835357
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[1];41577.593582294
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[2];41541.905089943
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[3];41590.237886246
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[4];41535.794046733
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[5];41561.793757847
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[6];41627.0930323
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[7];41411.617648693
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[8];41776.62470417
uniformCQI-65-20171221-10:10:53-13964;65;Network.user[9];41623.415295386
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[0];41621.137542916
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[1];41348.629459673
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[2];41856.423817513
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[3];41549.605004389
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[4];41630.159664893
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[5];41692.392306752
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[6];41483.29463006
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[7];41824.046399484
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[8];41737.90291219
uniformCQI-66-20171221-10:10:53-14476;66;Network.user[9];41660.792657859
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[0];41380.373551405
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[1];41896.112265419
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[2];41630.715214275
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[3];41602.30441884
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[4];41681.559093788
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[5];41606.893256742
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[6];41711.958756014
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[7];41861.168209242
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[8];41563.8159576
uniformCQI-67-20171221-10:10:53-11112;67;Network.user[9];41831.36854035
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[0];41640.081776869
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[1];41673.648070577
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[2];41746.791702314
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[3];41749.258341574
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[4];41676.770258108
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[5];41716.736480706
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[6];41813.313185409
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[7];41507.927689692
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[8];41419.984222398
uniformCQI-68-20171221-10:11:03-9060;68;Network.user[9];41798.613348741
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[0];41534.805168831
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[1];41785.035721825
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[2];41882.534638504
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[3];41682.392417862
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[4];41769.691447873
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[5];41722.036421818
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[6];41696.914478728
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[7];42022.65530383
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[8];41415.950933879
uniformCQI-69-20171221-10:11:03-12520;69;Network.user[9];41667.259252675
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[0];41822.31308541
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[1];41640.392884524
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[2];41532.39408451
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[3];41545.671714759
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[4];41889.779002456
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[5];41676.57026033
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[6];41695.603382185
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[7];41775.669159232
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[8];41680.692436751
uniformCQI-70-20171221-10:11:03-5184;70;Network.user[9];41797.402251086
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[0];41639.104009955
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[1];41747.936134043
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[2];41347.462805969
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[3];41634.58183798
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[4];41471.828090799
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[5];41675.85915712
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[6];41260.219330896
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[7];41380.895767825
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[8];41460.439328452
uniformCQI-71-20171221-10:11:04-14588;71;Network.user[9];41788.246797258
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[0];41444.328396351
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[1];41341.096210042
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[2];41665.337051811
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[3];41310.907656582
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[4];41622.670859213
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[5];41629.837446251
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[6];41666.081487983
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[7];41690.625659715
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[8];41450.583882401
uniformCQI-72-20171221-10:11:14-1756;72;Network.user[9];41453.106076599
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[0];41647.681692426
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[1];41722.469750336
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[2];41340.39621782
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[3];41620.415328719
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[4];41619.026455262
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[5];41756.058266019
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[6];41847.146142821
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[7];41621.826424151
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[8];41708.314352063
uniformCQI-73-20171221-10:11:14-13192;73;Network.user[9];41769.891445651
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[0];41525.594160065
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[1];41643.692847857
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[2];41749.236119599
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[3];41780.802435528
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[4];41776.269152565
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[5];41511.427650804
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[6];41960.255997156
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[7];41424.417506472
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[8];41663.592626749
uniformCQI-74-20171221-10:11:14-7188;74;Network.user[9];41810.813213187
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[0];42010.877656915
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[1];41529.094121176
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[2];41723.214186509
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[3];41628.826346374
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[4];41542.249530561
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[5];41578.315796491
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[6];41601.526649704
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[7];41635.726269708
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[8];41564.182620193
uniformCQI-75-20171221-10:11:15-3704;75;Network.user[9];41501.127765247
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[0];41692.2589749
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[1];41799.435561827
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[2];41863.968178131
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[3];41841.979533561
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[4];41808.157687137
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[5];41731.091876757
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[6];41653.614959834
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[7];41357.062699303
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[8];41843.079521339
uniformCQI-76-20171221-10:11:25-3720;76;Network.user[9];41672.370306997
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[0];41622.970855879
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[1];41663.948178354
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[2];41529.016344263
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[3];41609.104343285
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[4];41633.359629337
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[5];41640.903989956
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[6];41661.770424773
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[7];41670.12588749
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[8];41598.204464395
uniformCQI-77-20171221-10:11:25-2980;77;Network.user[9];41496.605593271
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[0];41794.146731703
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[1];41589.893445628
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[2];41788.035688492
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[3];41773.580293552
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[4];41812.602082199
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[5];41570.682547972
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[6];41735.402939967
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[7];41805.591048988
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[8];41673.381406873
uniformCQI-78-20171221-10:11:25-1484;78;Network.user[9];41833.257408251
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[0];41511.705425495
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[1];41496.994477839
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[2];41404.317729803
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[3];41539.382895746
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[4];41480.894656726
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[5];41776.791368985
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[6];41702.136642926
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[7];41287.507916579
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[8];41580.415773158
uniformCQI-79-20171221-10:11:25-3716;79;Network.user[9];41723.647515028
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[0];41559.427117476
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[1];41821.068654793
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[2];41698.047799469
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[3];41843.523960845
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[4];41616.304263286
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[5];41770.146998367
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[6];41695.170053666
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[7];41693.30340774
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[8];41440.6839924
uniformCQI-80-20171221-10:11:35-10384;80;Network.user[9];41500.549993889
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[0];41661.248208353
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[1];41423.350851657
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[2];41569.538116243
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[3];41616.470928101
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[4];42028.244130621
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[5];41415.85093499
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[6];41769.347007255
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[7];41411.606537705
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[8];41508.516572038
uniformCQI-81-20171221-10:11:36-12848;81;Network.user[9];41802.057754914
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[0];41597.89335674
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[1];41413.995400051
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[2];41717.447583916
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[3];41751.602759969
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[4];41713.458739347
uniformCQI-82-20171221-10:11:36-2592;82;Network.user[5];41776.724703059
